"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 23:42:05 GMT 2024","Sat Jun 29 23:42:44 GMT 2024","38975","kong e2e test","","","","","create 2 gateway services",""
"passed","Sat Jun 29 23:42:24 GMT 2024","Sat Jun 29 23:42:44 GMT 2024","19563","kong e2e test","","","","","create a route associated with gateway service",""
