"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 28 14:44:09 GMT 2024","Fri Jun 28 14:44:27 GMT 2024","18228","kong e2e test","","","","","create 2 gateway services",""
"passed","Fri Jun 28 14:44:27 GMT 2024","Fri Jun 28 14:44:46 GMT 2024","18306","kong e2e test","","","","","create a route associated with gateway service",""
