"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 28 23:06:16 GMT 2024","Fri Jun 28 23:06:52 GMT 2024","36456","kong e2e test","","","","","create 2 gateway services",""
"passed","Fri Jun 28 23:06:33 GMT 2024","Fri Jun 28 23:06:52 GMT 2024","18519","kong e2e test","","","","","create a route associated with gateway service",""
